"start_time","flow_type","volume","segment_area_id","segment_name","state","city","functional_classification"
"2021-05-01","ped","860",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-06-01","ped","855",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-06-01","bike","1376",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-07-01","bike","1333",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-07-01","ped","843",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-08-01","ped","869",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-08-01","bike","1101",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-09-01","ped","1022",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-09-01","bike","1301",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-10-01","ped","871",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-10-01","bike","1090",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-11-01","bike","693",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-11-01","ped","634",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-12-01","ped","561",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2021-12-01","bike","602",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-01-01","bike","181",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-01-01","ped","440",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-02-01","ped","623",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-02-01","bike","523",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-03-01","bike","758",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-03-01","ped","719",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-04-01","ped","735",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-04-01","bike","923",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-05-01","bike","1109",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-05-01","ped","833",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-06-01","bike","1238",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-06-01","ped","997",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-07-01","ped","934",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-07-01","bike","1136",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-08-01","bike","1154",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-08-01","ped","946",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-09-01","bike","1132",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-09-01","ped","996",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-10-01","ped","793",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2022-10-01","bike","666",46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path"
"2019-01-01","ped","1465",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-01-01","bike","99",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-02-01","ped","1779",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-02-01","bike","124",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-03-01","ped","2326",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-04-01","ped","798",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-05-01","ped","675",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-06-01","ped","984",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-07-01","ped","850",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-08-01","ped","879",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2020-10-01","bike","274",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2020-10-01","ped","885",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2020-11-01","ped","797",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2020-11-01","bike","224",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2020-12-01","ped","638",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2020-12-01","bike","118",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-01-01","ped","694",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-01-01","bike","104",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-02-01","bike","75",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-02-01","ped","597",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-03-01","bike","208",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-03-01","ped","862",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-04-01","ped","838",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-04-01","bike","259",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-05-01","bike","288",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-05-01","ped","775",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-06-01","ped","541",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-06-01","bike","306",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-07-01","ped","476",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-07-01","bike","302",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-08-01","ped","526",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-08-01","bike","260",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-09-01","bike","293",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-09-01","ped","656",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-10-01","bike","227",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-10-01","ped","566",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-11-01","ped","573",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-11-01","bike","138",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-12-01","ped","579",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2021-12-01","bike","108",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-01-01","ped","453",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-01-01","bike","46",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-02-01","bike","103",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-02-01","ped","614",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-03-01","ped","699",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-03-01","bike","153",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-04-01","bike","190",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-04-01","ped","691",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-05-01","ped","662",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-05-01","bike","240",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-06-01","bike","309",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-06-01","ped","498",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-09-01","bike","250",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-09-01","ped","671",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-10-01","bike","185",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-10-01","ped","645",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-11-01","ped","1190",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-11-01","bike","138",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-12-01","ped","927",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2022-12-01","bike","71",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-01-01","bike","115",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-01-01","ped","1144",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-02-01","ped","1427",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-02-01","bike","127",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-03-01","ped","1452",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-03-01","bike","141",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-04-01","ped","966",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-04-01","bike","228",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-05-01","bike","272",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-05-01","ped","805",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-06-01","bike","259",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-06-01","ped","561",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-07-01","bike","275",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-07-01","ped","502",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-08-01","ped","506",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-08-01","bike","289",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-09-01","ped","515",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-09-01","bike","256",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-10-01","ped","714",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-10-01","bike","230",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-11-01","bike","148",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-11-01","ped","1305",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-12-01","ped","2314",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2023-12-01","bike","99",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-01-01","ped","2518",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-01-01","bike","85",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-02-01","bike","130",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-02-01","ped","2849",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-03-01","ped","644",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-03-01","bike","164",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-04-01","ped","668",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-04-01","bike","200",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-05-01","ped","617",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2024-05-01","bike","219",48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path"
"2019-01-01","bike","24",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-02-01","bike","33",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-03-01","bike","43",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-04-01","bike","72",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-05-01","bike","88",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-06-01","bike","91",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-07-01","bike","86",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-08-01","bike","83",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-09-01","bike","90",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-10-01","bike","78",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-11-01","bike","63",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2019-12-01","bike","62",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-01-01","bike","61",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-02-01","bike","69",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-03-01","bike","49",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-04-01","bike","25",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-05-01","bike","36",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-06-01","bike","41",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-07-01","bike","46",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-08-01","bike","55",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-09-01","bike","47",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-10-01","bike","53",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-11-01","bike","63",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2020-12-01","bike","44",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-01-01","bike","41",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-02-01","bike","43",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-03-01","bike","63",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-04-01","bike","67",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-05-01","bike","72",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-06-01","bike","71",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-07-01","bike","65",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-08-01","bike","66",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-09-01","bike","67",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-10-01","bike","69",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-11-01","bike","60",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2021-12-01","bike","56",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-01-01","bike","47",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-02-01","bike","62",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-03-01","bike","71",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-04-01","bike","74",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-07-01","bike","80",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-08-01","bike","86",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-09-01","bike","89",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-10-01","bike","70",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-11-01","bike","40",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
"2022-12-01","bike","27",49,"N Quincy St (11th St)","VA","Arlington","Minor Arterial"
